epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,free_fid,clamped_fid
1,0.0,0.004506745841354132,0.008823879994452,0.06899097561836243,311.545326545957,311.1314685329244
2,0.0,0.0,0.008140352554619312,0.06471133232116699,54.04182883095376,46.6790731924024
3,0.008350268937647343,0.0031896792352199554,0.04028872027993202,0.05372332036495209,51.631187708821244,37.12494268710603
4,0.025396741926670074,0.004277781583368778,0.09718391299247742,0.06313688308000565,41.834501539083476,32.13428638527813
5,0.013163397088646889,0.015341865830123425,0.11525420844554901,0.06898562610149384,37.46583568310871,30.364782094700956
6,0.08317408710718155,0.05344592407345772,0.13336768746376038,0.06844819337129593,32.26727049750818,29.727500586128002
7,0.12265758961439133,0.15195631980895996,0.10162913799285889,0.08340314030647278,29.816461534511944,28.490132502977787
8,0.21475644409656525,0.21116267144680023,0.10377564281225204,0.06312253326177597,29.19075736853756,28.061936399866624
9,0.2067124843597412,0.23318222165107727,0.06754258275032043,0.07243869453668594,29.55568283245347,26.63637523642501
10,0.2732301950454712,0.24463874101638794,0.07621720433235168,0.05990120768547058,29.06113847104345,28.163980228417444
11,0.3646310269832611,0.22083605825901031,0.0339040607213974,0.07192070037126541,30.765765272396663,26.70239360404429
12,0.415882408618927,0.1599547415971756,0.014361054636538029,0.06994899362325668,31.694667941968646,29.799217004571744
13,0.4247393310070038,0.08859086036682129,0.017604757100343704,0.07484374940395355,31.34374650692311,29.51034042455848
14,0.4489668905735016,0.0533532090485096,0.014534960500895977,0.06441912800073624,36.271517927796026,32.07104237611759
15,0.3604578971862793,0.03877747803926468,0.012428753077983856,0.08233276009559631,33.89174329908735,32.10257770265588
16,0.2853889465332031,0.01717793010175228,0.014214611612260342,0.06950846314430237,38.54700585711129,34.96216401569393
17,0.2594449818134308,0.009924588724970818,0.037757277488708496,0.07102954387664795,35.39185739449411,34.306102924886204
18,0.27256256341934204,0.01678513176739216,0.03122577629983425,0.08437589555978775,37.15283839353248,36.39315066144732
19,0.19911421835422516,0.012906037271022797,0.03225313127040863,0.06763458997011185,37.60341207768715,36.80416276581195
20,0.19275318086147308,0.026538997888565063,0.023468026891350746,0.05687204375863075,45.68794328137545,39.864739846819276
